filepaths,labels,processed_filepaths
raw\train\pituitary\Tr-pi_0240.jpg,pituitary,processed\train\pituitary\Tr-pi_0240.jpg
raw\train\pituitary\Tr-pi_0241.jpg,pituitary,processed\train\pituitary\Tr-pi_0241.jpg
raw\train\pituitary\Tr-pi_0242.jpg,pituitary,processed\train\pituitary\Tr-pi_0242.jpg
raw\train\pituitary\Tr-pi_0243.jpg,pituitary,processed\train\pituitary\Tr-pi_0243.jpg
raw\train\pituitary\Tr-pi_0244.jpg,pituitary,processed\train\pituitary\Tr-pi_0244.jpg
raw\train\pituitary\Tr-pi_0245.jpg,pituitary,processed\train\pituitary\Tr-pi_0245.jpg
raw\train\pituitary\Tr-pi_0246.jpg,pituitary,processed\train\pituitary\Tr-pi_0246.jpg
raw\train\pituitary\Tr-pi_0247.jpg,pituitary,processed\train\pituitary\Tr-pi_0247.jpg
raw\train\pituitary\Tr-pi_0248.jpg,pituitary,processed\train\pituitary\Tr-pi_0248.jpg
raw\train\pituitary\Tr-pi_0249.jpg,pituitary,processed\train\pituitary\Tr-pi_0249.jpg
raw\train\pituitary\Tr-pi_0250.jpg,pituitary,processed\train\pituitary\Tr-pi_0250.jpg
raw\train\pituitary\Tr-pi_0251.jpg,pituitary,processed\train\pituitary\Tr-pi_0251.jpg
raw\train\pituitary\Tr-pi_0252.jpg,pituitary,processed\train\pituitary\Tr-pi_0252.jpg
raw\train\pituitary\Tr-pi_0253.jpg,pituitary,processed\train\pituitary\Tr-pi_0253.jpg
raw\train\pituitary\Tr-pi_0254.jpg,pituitary,processed\train\pituitary\Tr-pi_0254.jpg
raw\train\pituitary\Tr-pi_0255.jpg,pituitary,processed\train\pituitary\Tr-pi_0255.jpg
raw\train\pituitary\Tr-pi_0256.jpg,pituitary,processed\train\pituitary\Tr-pi_0256.jpg
raw\train\pituitary\Tr-pi_0257.jpg,pituitary,processed\train\pituitary\Tr-pi_0257.jpg
raw\train\pituitary\Tr-pi_0258.jpg,pituitary,processed\train\pituitary\Tr-pi_0258.jpg
raw\train\pituitary\Tr-pi_0259.jpg,pituitary,processed\train\pituitary\Tr-pi_0259.jpg
raw\train\pituitary\Tr-pi_0260.jpg,pituitary,processed\train\pituitary\Tr-pi_0260.jpg
raw\train\pituitary\Tr-pi_0261.jpg,pituitary,processed\train\pituitary\Tr-pi_0261.jpg
raw\train\pituitary\Tr-pi_0262.jpg,pituitary,processed\train\pituitary\Tr-pi_0262.jpg
raw\train\pituitary\Tr-pi_0263.jpg,pituitary,processed\train\pituitary\Tr-pi_0263.jpg
raw\train\pituitary\Tr-pi_0264.jpg,pituitary,processed\train\pituitary\Tr-pi_0264.jpg
raw\train\pituitary\Tr-pi_0265.jpg,pituitary,processed\train\pituitary\Tr-pi_0265.jpg
raw\train\pituitary\Tr-pi_0266.jpg,pituitary,processed\train\pituitary\Tr-pi_0266.jpg
raw\train\pituitary\Tr-pi_0267.jpg,pituitary,processed\train\pituitary\Tr-pi_0267.jpg
raw\train\pituitary\Tr-pi_0268.jpg,pituitary,processed\train\pituitary\Tr-pi_0268.jpg
raw\train\pituitary\Tr-pi_0269.jpg,pituitary,processed\train\pituitary\Tr-pi_0269.jpg
raw\train\pituitary\Tr-pi_0270.jpg,pituitary,processed\train\pituitary\Tr-pi_0270.jpg
raw\train\pituitary\Tr-pi_0271.jpg,pituitary,processed\train\pituitary\Tr-pi_0271.jpg
raw\train\pituitary\Tr-pi_0272.jpg,pituitary,processed\train\pituitary\Tr-pi_0272.jpg
raw\train\pituitary\Tr-pi_0273.jpg,pituitary,processed\train\pituitary\Tr-pi_0273.jpg
raw\train\pituitary\Tr-pi_0274.jpg,pituitary,processed\train\pituitary\Tr-pi_0274.jpg
raw\train\pituitary\Tr-pi_0275.jpg,pituitary,processed\train\pituitary\Tr-pi_0275.jpg
raw\train\pituitary\Tr-pi_0276.jpg,pituitary,processed\train\pituitary\Tr-pi_0276.jpg
raw\train\pituitary\Tr-pi_0277.jpg,pituitary,processed\train\pituitary\Tr-pi_0277.jpg
raw\train\pituitary\Tr-pi_0278.jpg,pituitary,processed\train\pituitary\Tr-pi_0278.jpg
raw\train\pituitary\Tr-pi_0279.jpg,pituitary,processed\train\pituitary\Tr-pi_0279.jpg
raw\train\pituitary\Tr-pi_0280.jpg,pituitary,processed\train\pituitary\Tr-pi_0280.jpg
raw\train\pituitary\Tr-pi_0281.jpg,pituitary,processed\train\pituitary\Tr-pi_0281.jpg
raw\train\pituitary\Tr-pi_0282.jpg,pituitary,processed\train\pituitary\Tr-pi_0282.jpg
raw\train\pituitary\Tr-pi_0283.jpg,pituitary,processed\train\pituitary\Tr-pi_0283.jpg
raw\train\pituitary\Tr-pi_0284.jpg,pituitary,processed\train\pituitary\Tr-pi_0284.jpg
raw\train\pituitary\Tr-pi_0285.jpg,pituitary,processed\train\pituitary\Tr-pi_0285.jpg
raw\train\pituitary\Tr-pi_0286.jpg,pituitary,processed\train\pituitary\Tr-pi_0286.jpg
raw\train\pituitary\Tr-pi_0287.jpg,pituitary,processed\train\pituitary\Tr-pi_0287.jpg
raw\train\pituitary\Tr-pi_0288.jpg,pituitary,processed\train\pituitary\Tr-pi_0288.jpg
raw\train\pituitary\Tr-pi_0289.jpg,pituitary,processed\train\pituitary\Tr-pi_0289.jpg
raw\train\pituitary\Tr-pi_0290.jpg,pituitary,processed\train\pituitary\Tr-pi_0290.jpg
raw\train\pituitary\Tr-pi_0291.jpg,pituitary,processed\train\pituitary\Tr-pi_0291.jpg
raw\train\pituitary\Tr-pi_0292.jpg,pituitary,processed\train\pituitary\Tr-pi_0292.jpg
raw\train\pituitary\Tr-pi_0293.jpg,pituitary,processed\train\pituitary\Tr-pi_0293.jpg
raw\train\pituitary\Tr-pi_0294.jpg,pituitary,processed\train\pituitary\Tr-pi_0294.jpg
raw\train\pituitary\Tr-pi_0295.jpg,pituitary,processed\train\pituitary\Tr-pi_0295.jpg
raw\train\pituitary\Tr-pi_0296.jpg,pituitary,processed\train\pituitary\Tr-pi_0296.jpg
raw\train\pituitary\Tr-pi_0297.jpg,pituitary,processed\train\pituitary\Tr-pi_0297.jpg
raw\train\pituitary\Tr-pi_0298.jpg,pituitary,processed\train\pituitary\Tr-pi_0298.jpg
raw\train\pituitary\Tr-pi_0299.jpg,pituitary,processed\train\pituitary\Tr-pi_0299.jpg
raw\train\pituitary\Tr-pi_0300.jpg,pituitary,processed\train\pituitary\Tr-pi_0300.jpg
raw\train\pituitary\Tr-pi_0301.jpg,pituitary,processed\train\pituitary\Tr-pi_0301.jpg
raw\train\pituitary\Tr-pi_0302.jpg,pituitary,processed\train\pituitary\Tr-pi_0302.jpg
raw\train\pituitary\Tr-pi_0303.jpg,pituitary,processed\train\pituitary\Tr-pi_0303.jpg
raw\train\pituitary\Tr-pi_0304.jpg,pituitary,processed\train\pituitary\Tr-pi_0304.jpg
raw\train\pituitary\Tr-pi_0305.jpg,pituitary,processed\train\pituitary\Tr-pi_0305.jpg
raw\train\pituitary\Tr-pi_0306.jpg,pituitary,processed\train\pituitary\Tr-pi_0306.jpg
raw\train\pituitary\Tr-pi_0307.jpg,pituitary,processed\train\pituitary\Tr-pi_0307.jpg
raw\train\pituitary\Tr-pi_0308.jpg,pituitary,processed\train\pituitary\Tr-pi_0308.jpg
raw\train\pituitary\Tr-pi_0309.jpg,pituitary,processed\train\pituitary\Tr-pi_0309.jpg
raw\train\pituitary\Tr-pi_0310.jpg,pituitary,processed\train\pituitary\Tr-pi_0310.jpg
raw\train\pituitary\Tr-pi_0311.jpg,pituitary,processed\train\pituitary\Tr-pi_0311.jpg
raw\train\pituitary\Tr-pi_0312.jpg,pituitary,processed\train\pituitary\Tr-pi_0312.jpg
raw\train\pituitary\Tr-pi_0313.jpg,pituitary,processed\train\pituitary\Tr-pi_0313.jpg
raw\train\pituitary\Tr-pi_0314.jpg,pituitary,processed\train\pituitary\Tr-pi_0314.jpg
raw\train\pituitary\Tr-pi_0315.jpg,pituitary,processed\train\pituitary\Tr-pi_0315.jpg
raw\train\pituitary\Tr-pi_0316.jpg,pituitary,processed\train\pituitary\Tr-pi_0316.jpg
raw\train\pituitary\Tr-pi_0317.jpg,pituitary,processed\train\pituitary\Tr-pi_0317.jpg
raw\train\pituitary\Tr-pi_0318.jpg,pituitary,processed\train\pituitary\Tr-pi_0318.jpg
raw\train\pituitary\Tr-pi_0319.jpg,pituitary,processed\train\pituitary\Tr-pi_0319.jpg
raw\train\pituitary\Tr-pi_0320.jpg,pituitary,processed\train\pituitary\Tr-pi_0320.jpg
raw\train\pituitary\Tr-pi_0321.jpg,pituitary,processed\train\pituitary\Tr-pi_0321.jpg
raw\train\pituitary\Tr-pi_0322.jpg,pituitary,processed\train\pituitary\Tr-pi_0322.jpg
raw\train\pituitary\Tr-pi_0323.jpg,pituitary,processed\train\pituitary\Tr-pi_0323.jpg
raw\train\pituitary\Tr-pi_0324.jpg,pituitary,processed\train\pituitary\Tr-pi_0324.jpg
raw\train\pituitary\Tr-pi_0325.jpg,pituitary,processed\train\pituitary\Tr-pi_0325.jpg
raw\train\pituitary\Tr-pi_0326.jpg,pituitary,processed\train\pituitary\Tr-pi_0326.jpg
raw\train\pituitary\Tr-pi_0327.jpg,pituitary,processed\train\pituitary\Tr-pi_0327.jpg
raw\train\pituitary\Tr-pi_0328.jpg,pituitary,processed\train\pituitary\Tr-pi_0328.jpg
raw\train\pituitary\Tr-pi_0329.jpg,pituitary,processed\train\pituitary\Tr-pi_0329.jpg
raw\train\pituitary\Tr-pi_0330.jpg,pituitary,processed\train\pituitary\Tr-pi_0330.jpg
raw\train\pituitary\Tr-pi_0331.jpg,pituitary,processed\train\pituitary\Tr-pi_0331.jpg
raw\train\pituitary\Tr-pi_0332.jpg,pituitary,processed\train\pituitary\Tr-pi_0332.jpg
raw\train\pituitary\Tr-pi_0333.jpg,pituitary,processed\train\pituitary\Tr-pi_0333.jpg
raw\train\pituitary\Tr-pi_0334.jpg,pituitary,processed\train\pituitary\Tr-pi_0334.jpg
raw\train\pituitary\Tr-pi_0335.jpg,pituitary,processed\train\pituitary\Tr-pi_0335.jpg
raw\train\pituitary\Tr-pi_0336.jpg,pituitary,processed\train\pituitary\Tr-pi_0336.jpg
raw\train\pituitary\Tr-pi_0337.jpg,pituitary,processed\train\pituitary\Tr-pi_0337.jpg
raw\train\pituitary\Tr-pi_0338.jpg,pituitary,processed\train\pituitary\Tr-pi_0338.jpg
raw\train\pituitary\Tr-pi_0339.jpg,pituitary,processed\train\pituitary\Tr-pi_0339.jpg
raw\train\pituitary\Tr-pi_0340.jpg,pituitary,processed\train\pituitary\Tr-pi_0340.jpg
raw\train\pituitary\Tr-pi_0341.jpg,pituitary,processed\train\pituitary\Tr-pi_0341.jpg
raw\train\pituitary\Tr-pi_0342.jpg,pituitary,processed\train\pituitary\Tr-pi_0342.jpg
raw\train\pituitary\Tr-pi_0343.jpg,pituitary,processed\train\pituitary\Tr-pi_0343.jpg
raw\train\pituitary\Tr-pi_0344.jpg,pituitary,processed\train\pituitary\Tr-pi_0344.jpg
raw\train\pituitary\Tr-pi_0345.jpg,pituitary,processed\train\pituitary\Tr-pi_0345.jpg
raw\train\pituitary\Tr-pi_0346.jpg,pituitary,processed\train\pituitary\Tr-pi_0346.jpg
raw\train\pituitary\Tr-pi_0347.jpg,pituitary,processed\train\pituitary\Tr-pi_0347.jpg
raw\train\pituitary\Tr-pi_0348.jpg,pituitary,processed\train\pituitary\Tr-pi_0348.jpg
raw\train\pituitary\Tr-pi_0349.jpg,pituitary,processed\train\pituitary\Tr-pi_0349.jpg
raw\train\pituitary\Tr-pi_0350.jpg,pituitary,processed\train\pituitary\Tr-pi_0350.jpg
raw\train\pituitary\Tr-pi_0351.jpg,pituitary,processed\train\pituitary\Tr-pi_0351.jpg
raw\train\pituitary\Tr-pi_0352.jpg,pituitary,processed\train\pituitary\Tr-pi_0352.jpg
raw\train\pituitary\Tr-pi_0353.jpg,pituitary,processed\train\pituitary\Tr-pi_0353.jpg
raw\train\pituitary\Tr-pi_0354.jpg,pituitary,processed\train\pituitary\Tr-pi_0354.jpg
raw\train\pituitary\Tr-pi_0355.jpg,pituitary,processed\train\pituitary\Tr-pi_0355.jpg
raw\train\pituitary\Tr-pi_0356.jpg,pituitary,processed\train\pituitary\Tr-pi_0356.jpg
raw\train\pituitary\Tr-pi_0357.jpg,pituitary,processed\train\pituitary\Tr-pi_0357.jpg
raw\train\pituitary\Tr-pi_0358.jpg,pituitary,processed\train\pituitary\Tr-pi_0358.jpg
raw\train\pituitary\Tr-pi_0359.jpg,pituitary,processed\train\pituitary\Tr-pi_0359.jpg
raw\train\pituitary\Tr-pi_0360.jpg,pituitary,processed\train\pituitary\Tr-pi_0360.jpg
raw\train\pituitary\Tr-pi_0361.jpg,pituitary,processed\train\pituitary\Tr-pi_0361.jpg
raw\train\pituitary\Tr-pi_0362.jpg,pituitary,processed\train\pituitary\Tr-pi_0362.jpg
raw\train\pituitary\Tr-pi_0363.jpg,pituitary,processed\train\pituitary\Tr-pi_0363.jpg
raw\train\pituitary\Tr-pi_0364.jpg,pituitary,processed\train\pituitary\Tr-pi_0364.jpg
raw\train\pituitary\Tr-pi_0365.jpg,pituitary,processed\train\pituitary\Tr-pi_0365.jpg
raw\train\pituitary\Tr-pi_0366.jpg,pituitary,processed\train\pituitary\Tr-pi_0366.jpg
raw\train\pituitary\Tr-pi_0367.jpg,pituitary,processed\train\pituitary\Tr-pi_0367.jpg
raw\train\pituitary\Tr-pi_0368.jpg,pituitary,processed\train\pituitary\Tr-pi_0368.jpg
raw\train\pituitary\Tr-pi_0369.jpg,pituitary,processed\train\pituitary\Tr-pi_0369.jpg
raw\train\pituitary\Tr-pi_0370.jpg,pituitary,processed\train\pituitary\Tr-pi_0370.jpg
raw\train\pituitary\Tr-pi_0371.jpg,pituitary,processed\train\pituitary\Tr-pi_0371.jpg
raw\train\pituitary\Tr-pi_0372.jpg,pituitary,processed\train\pituitary\Tr-pi_0372.jpg
raw\train\pituitary\Tr-pi_0373.jpg,pituitary,processed\train\pituitary\Tr-pi_0373.jpg
raw\train\pituitary\Tr-pi_0374.jpg,pituitary,processed\train\pituitary\Tr-pi_0374.jpg
raw\train\pituitary\Tr-pi_0375.jpg,pituitary,processed\train\pituitary\Tr-pi_0375.jpg
raw\train\pituitary\Tr-pi_0376.jpg,pituitary,processed\train\pituitary\Tr-pi_0376.jpg
raw\train\pituitary\Tr-pi_0377.jpg,pituitary,processed\train\pituitary\Tr-pi_0377.jpg
raw\train\pituitary\Tr-pi_0378.jpg,pituitary,processed\train\pituitary\Tr-pi_0378.jpg
raw\train\pituitary\Tr-pi_0379.jpg,pituitary,processed\train\pituitary\Tr-pi_0379.jpg
raw\train\pituitary\Tr-pi_0380.jpg,pituitary,processed\train\pituitary\Tr-pi_0380.jpg
raw\train\pituitary\Tr-pi_0381.jpg,pituitary,processed\train\pituitary\Tr-pi_0381.jpg
raw\train\pituitary\Tr-pi_0382.jpg,pituitary,processed\train\pituitary\Tr-pi_0382.jpg
raw\train\pituitary\Tr-pi_0383.jpg,pituitary,processed\train\pituitary\Tr-pi_0383.jpg
raw\train\pituitary\Tr-pi_0384.jpg,pituitary,processed\train\pituitary\Tr-pi_0384.jpg
raw\train\pituitary\Tr-pi_0385.jpg,pituitary,processed\train\pituitary\Tr-pi_0385.jpg
raw\train\pituitary\Tr-pi_0386.jpg,pituitary,processed\train\pituitary\Tr-pi_0386.jpg
raw\train\pituitary\Tr-pi_0387.jpg,pituitary,processed\train\pituitary\Tr-pi_0387.jpg
raw\train\pituitary\Tr-pi_0388.jpg,pituitary,processed\train\pituitary\Tr-pi_0388.jpg
raw\train\pituitary\Tr-pi_0389.jpg,pituitary,processed\train\pituitary\Tr-pi_0389.jpg
raw\train\pituitary\Tr-pi_0390.jpg,pituitary,processed\train\pituitary\Tr-pi_0390.jpg
raw\train\pituitary\Tr-pi_0391.jpg,pituitary,processed\train\pituitary\Tr-pi_0391.jpg
raw\train\pituitary\Tr-pi_0392.jpg,pituitary,processed\train\pituitary\Tr-pi_0392.jpg
raw\train\pituitary\Tr-pi_0393.jpg,pituitary,processed\train\pituitary\Tr-pi_0393.jpg
raw\train\pituitary\Tr-pi_0394.jpg,pituitary,processed\train\pituitary\Tr-pi_0394.jpg
raw\train\pituitary\Tr-pi_0395.jpg,pituitary,processed\train\pituitary\Tr-pi_0395.jpg
raw\train\pituitary\Tr-pi_0396.jpg,pituitary,processed\train\pituitary\Tr-pi_0396.jpg
raw\train\pituitary\Tr-pi_0397.jpg,pituitary,processed\train\pituitary\Tr-pi_0397.jpg
raw\train\pituitary\Tr-pi_0398.jpg,pituitary,processed\train\pituitary\Tr-pi_0398.jpg
raw\train\pituitary\Tr-pi_0399.jpg,pituitary,processed\train\pituitary\Tr-pi_0399.jpg
raw\train\pituitary\Tr-pi_0400.jpg,pituitary,processed\train\pituitary\Tr-pi_0400.jpg
raw\train\pituitary\Tr-pi_0401.jpg,pituitary,processed\train\pituitary\Tr-pi_0401.jpg
raw\train\pituitary\Tr-pi_0402.jpg,pituitary,processed\train\pituitary\Tr-pi_0402.jpg
raw\train\pituitary\Tr-pi_0403.jpg,pituitary,processed\train\pituitary\Tr-pi_0403.jpg
raw\train\pituitary\Tr-pi_0404.jpg,pituitary,processed\train\pituitary\Tr-pi_0404.jpg
raw\train\pituitary\Tr-pi_0405.jpg,pituitary,processed\train\pituitary\Tr-pi_0405.jpg
raw\train\pituitary\Tr-pi_0406.jpg,pituitary,processed\train\pituitary\Tr-pi_0406.jpg
raw\train\pituitary\Tr-pi_0407.jpg,pituitary,processed\train\pituitary\Tr-pi_0407.jpg
raw\train\pituitary\Tr-pi_0408.jpg,pituitary,processed\train\pituitary\Tr-pi_0408.jpg
raw\train\pituitary\Tr-pi_0409.jpg,pituitary,processed\train\pituitary\Tr-pi_0409.jpg
raw\train\pituitary\Tr-pi_0410.jpg,pituitary,processed\train\pituitary\Tr-pi_0410.jpg
raw\train\pituitary\Tr-pi_0411.jpg,pituitary,processed\train\pituitary\Tr-pi_0411.jpg
raw\train\pituitary\Tr-pi_0412.jpg,pituitary,processed\train\pituitary\Tr-pi_0412.jpg
raw\train\pituitary\Tr-pi_0413.jpg,pituitary,processed\train\pituitary\Tr-pi_0413.jpg
raw\train\pituitary\Tr-pi_0414.jpg,pituitary,processed\train\pituitary\Tr-pi_0414.jpg
raw\train\pituitary\Tr-pi_0415.jpg,pituitary,processed\train\pituitary\Tr-pi_0415.jpg
raw\train\pituitary\Tr-pi_0416.jpg,pituitary,processed\train\pituitary\Tr-pi_0416.jpg
raw\train\pituitary\Tr-pi_0417.jpg,pituitary,processed\train\pituitary\Tr-pi_0417.jpg
raw\train\pituitary\Tr-pi_0418.jpg,pituitary,processed\train\pituitary\Tr-pi_0418.jpg
raw\train\pituitary\Tr-pi_0419.jpg,pituitary,processed\train\pituitary\Tr-pi_0419.jpg
raw\train\pituitary\Tr-pi_0420.jpg,pituitary,processed\train\pituitary\Tr-pi_0420.jpg
raw\train\pituitary\Tr-pi_0421.jpg,pituitary,processed\train\pituitary\Tr-pi_0421.jpg
raw\train\pituitary\Tr-pi_0422.jpg,pituitary,processed\train\pituitary\Tr-pi_0422.jpg
raw\train\pituitary\Tr-pi_0423.jpg,pituitary,processed\train\pituitary\Tr-pi_0423.jpg
raw\train\pituitary\Tr-pi_0424.jpg,pituitary,processed\train\pituitary\Tr-pi_0424.jpg
raw\train\pituitary\Tr-pi_0425.jpg,pituitary,processed\train\pituitary\Tr-pi_0425.jpg
raw\train\pituitary\Tr-pi_0426.jpg,pituitary,processed\train\pituitary\Tr-pi_0426.jpg
raw\train\pituitary\Tr-pi_0427.jpg,pituitary,processed\train\pituitary\Tr-pi_0427.jpg
raw\train\pituitary\Tr-pi_0428.jpg,pituitary,processed\train\pituitary\Tr-pi_0428.jpg
raw\train\pituitary\Tr-pi_0429.jpg,pituitary,processed\train\pituitary\Tr-pi_0429.jpg
raw\train\pituitary\Tr-pi_0430.jpg,pituitary,processed\train\pituitary\Tr-pi_0430.jpg
raw\train\pituitary\Tr-pi_0431.jpg,pituitary,processed\train\pituitary\Tr-pi_0431.jpg
raw\train\pituitary\Tr-pi_0432.jpg,pituitary,processed\train\pituitary\Tr-pi_0432.jpg
raw\train\pituitary\Tr-pi_0433.jpg,pituitary,processed\train\pituitary\Tr-pi_0433.jpg
raw\train\pituitary\Tr-pi_0434.jpg,pituitary,processed\train\pituitary\Tr-pi_0434.jpg
raw\train\pituitary\Tr-pi_0435.jpg,pituitary,processed\train\pituitary\Tr-pi_0435.jpg
raw\train\pituitary\Tr-pi_0436.jpg,pituitary,processed\train\pituitary\Tr-pi_0436.jpg
raw\train\pituitary\Tr-pi_0437.jpg,pituitary,processed\train\pituitary\Tr-pi_0437.jpg
raw\train\pituitary\Tr-pi_0438.jpg,pituitary,processed\train\pituitary\Tr-pi_0438.jpg
raw\train\pituitary\Tr-pi_0439.jpg,pituitary,processed\train\pituitary\Tr-pi_0439.jpg
raw\train\pituitary\Tr-pi_0440.jpg,pituitary,processed\train\pituitary\Tr-pi_0440.jpg
raw\train\pituitary\Tr-pi_0441.jpg,pituitary,processed\train\pituitary\Tr-pi_0441.jpg
raw\train\pituitary\Tr-pi_0442.jpg,pituitary,processed\train\pituitary\Tr-pi_0442.jpg
raw\train\pituitary\Tr-pi_0443.jpg,pituitary,processed\train\pituitary\Tr-pi_0443.jpg
raw\train\pituitary\Tr-pi_0444.jpg,pituitary,processed\train\pituitary\Tr-pi_0444.jpg
raw\train\pituitary\Tr-pi_0445.jpg,pituitary,processed\train\pituitary\Tr-pi_0445.jpg
raw\train\pituitary\Tr-pi_0446.jpg,pituitary,processed\train\pituitary\Tr-pi_0446.jpg
raw\train\pituitary\Tr-pi_0447.jpg,pituitary,processed\train\pituitary\Tr-pi_0447.jpg
raw\train\pituitary\Tr-pi_0448.jpg,pituitary,processed\train\pituitary\Tr-pi_0448.jpg
raw\train\pituitary\Tr-pi_0449.jpg,pituitary,processed\train\pituitary\Tr-pi_0449.jpg
raw\train\pituitary\Tr-pi_0450.jpg,pituitary,processed\train\pituitary\Tr-pi_0450.jpg
raw\train\pituitary\Tr-pi_0451.jpg,pituitary,processed\train\pituitary\Tr-pi_0451.jpg
raw\train\pituitary\Tr-pi_0452.jpg,pituitary,processed\train\pituitary\Tr-pi_0452.jpg
raw\train\pituitary\Tr-pi_0453.jpg,pituitary,processed\train\pituitary\Tr-pi_0453.jpg
raw\train\pituitary\Tr-pi_0454.jpg,pituitary,processed\train\pituitary\Tr-pi_0454.jpg
raw\train\pituitary\Tr-pi_0455.jpg,pituitary,processed\train\pituitary\Tr-pi_0455.jpg
raw\train\pituitary\Tr-pi_0456.jpg,pituitary,processed\train\pituitary\Tr-pi_0456.jpg
raw\train\pituitary\Tr-pi_0457.jpg,pituitary,processed\train\pituitary\Tr-pi_0457.jpg
raw\train\pituitary\Tr-pi_0458.jpg,pituitary,processed\train\pituitary\Tr-pi_0458.jpg
raw\train\pituitary\Tr-pi_0459.jpg,pituitary,processed\train\pituitary\Tr-pi_0459.jpg
raw\train\pituitary\Tr-pi_0460.jpg,pituitary,processed\train\pituitary\Tr-pi_0460.jpg
raw\train\pituitary\Tr-pi_0461.jpg,pituitary,processed\train\pituitary\Tr-pi_0461.jpg
raw\train\pituitary\Tr-pi_0462.jpg,pituitary,processed\train\pituitary\Tr-pi_0462.jpg
raw\train\pituitary\Tr-pi_0463.jpg,pituitary,processed\train\pituitary\Tr-pi_0463.jpg
raw\train\pituitary\Tr-pi_0464.jpg,pituitary,processed\train\pituitary\Tr-pi_0464.jpg
raw\train\pituitary\Tr-pi_0465.jpg,pituitary,processed\train\pituitary\Tr-pi_0465.jpg
raw\train\pituitary\Tr-pi_0466.jpg,pituitary,processed\train\pituitary\Tr-pi_0466.jpg
raw\train\pituitary\Tr-pi_0467.jpg,pituitary,processed\train\pituitary\Tr-pi_0467.jpg
raw\train\pituitary\Tr-pi_0468.jpg,pituitary,processed\train\pituitary\Tr-pi_0468.jpg
raw\train\pituitary\Tr-pi_0469.jpg,pituitary,processed\train\pituitary\Tr-pi_0469.jpg
raw\train\pituitary\Tr-pi_0470.jpg,pituitary,processed\train\pituitary\Tr-pi_0470.jpg
raw\train\pituitary\Tr-pi_0471.jpg,pituitary,processed\train\pituitary\Tr-pi_0471.jpg
raw\train\pituitary\Tr-pi_0472.jpg,pituitary,processed\train\pituitary\Tr-pi_0472.jpg
raw\train\pituitary\Tr-pi_0473.jpg,pituitary,processed\train\pituitary\Tr-pi_0473.jpg
raw\train\pituitary\Tr-pi_0474.jpg,pituitary,processed\train\pituitary\Tr-pi_0474.jpg
raw\train\pituitary\Tr-pi_0475.jpg,pituitary,processed\train\pituitary\Tr-pi_0475.jpg
raw\train\pituitary\Tr-pi_0476.jpg,pituitary,processed\train\pituitary\Tr-pi_0476.jpg
raw\train\pituitary\Tr-pi_0477.jpg,pituitary,processed\train\pituitary\Tr-pi_0477.jpg
raw\train\pituitary\Tr-pi_0478.jpg,pituitary,processed\train\pituitary\Tr-pi_0478.jpg
raw\train\pituitary\Tr-pi_0479.jpg,pituitary,processed\train\pituitary\Tr-pi_0479.jpg
raw\train\pituitary\Tr-pi_0480.jpg,pituitary,processed\train\pituitary\Tr-pi_0480.jpg
raw\train\pituitary\Tr-pi_0481.jpg,pituitary,processed\train\pituitary\Tr-pi_0481.jpg
raw\train\pituitary\Tr-pi_0482.jpg,pituitary,processed\train\pituitary\Tr-pi_0482.jpg
raw\train\pituitary\Tr-pi_0483.jpg,pituitary,processed\train\pituitary\Tr-pi_0483.jpg
raw\train\pituitary\Tr-pi_0484.jpg,pituitary,processed\train\pituitary\Tr-pi_0484.jpg
raw\train\pituitary\Tr-pi_0485.jpg,pituitary,processed\train\pituitary\Tr-pi_0485.jpg
raw\train\pituitary\Tr-pi_0486.jpg,pituitary,processed\train\pituitary\Tr-pi_0486.jpg
raw\train\pituitary\Tr-pi_0487.jpg,pituitary,processed\train\pituitary\Tr-pi_0487.jpg
raw\train\pituitary\Tr-pi_0488.jpg,pituitary,processed\train\pituitary\Tr-pi_0488.jpg
raw\train\pituitary\Tr-pi_0489.jpg,pituitary,processed\train\pituitary\Tr-pi_0489.jpg
raw\train\pituitary\Tr-pi_0490.jpg,pituitary,processed\train\pituitary\Tr-pi_0490.jpg
raw\train\pituitary\Tr-pi_0491.jpg,pituitary,processed\train\pituitary\Tr-pi_0491.jpg
raw\train\pituitary\Tr-pi_0492.jpg,pituitary,processed\train\pituitary\Tr-pi_0492.jpg
raw\train\pituitary\Tr-pi_0493.jpg,pituitary,processed\train\pituitary\Tr-pi_0493.jpg
